cod;cidade;designacao;arquivo_origem;mes;ano;RCPJ;RCPN;IT;RI;RTD;Notas;Protesto;Emolumentos;Funarpem;Gratuitos;Total;gestor;cargo
2326;BELFORD ROXO;03 OF DE JUSTICA;2025_02.pdf;2;2025;821.125;0.0;0;23.985.929,00;1.846.347,00;0;1.304.389,00;38.946.232,00;0.0;751.059;39.697.291,00;RODRIGO FERNANDES TEIXEIRA;Responsável pelo Expediente
2326;BELFORD ROXO;03 OF DE JUSTICA;2025_03.pdf;3;2025;254.799;0.0;0;1.659.867,00;4.074.539,00;0;19.484.045,00;41.879.782,00;0.0;825.462;42.705.244,00;RODRIGO FERNANDES TEIXEIRA;Responsável pelo Expediente
2326;BELFORD ROXO;03 OF DE JUSTICA;2025_06.pdf;6;2025;1.984.664,00;0.0;0;28.584.784,00;1.637.456,00;0;15.636.761,00;46.918.012,00;0.0;925.653;47.843.665,00;JOSE LUIS FERREIRA DOS SANTOS;Responsável pelo Expediente
2326;BELFORD ROXO;03 OF DE JUSTICA;2025_07.pdf;7;2025;343.342;0.0;0;31.306.379,00;2.304.522,00;0;14.116.731,00;0;0.0;0.0;51.161.052,00;JOSE LUIS FERREIRA DOS SANTOS;Responsável pelo Expediente
2326;BELFORD ROXO;03 OF DE JUSTICA;2025_08.pdf;8;2025;2.212.309,00;0.0;0;26.163.613,00;530.976;0;1.533.809,00;0;0.0;0.0;49.023.772,00;JOSE LUIS FERREIRA DOS SANTOS;Responsável pelo Expediente
2326;BELFORD ROXO;03 OF DE JUSTICA;2025_09.pdf;9;2025;2.196.154,00;0.0;0;25.008.256,00;1.761.309,00;0;18.188.989,00;46.198.861,00;0.0;955.847;47.154.708,00;JOSE LUIS FERREIRA DOS SANTOS;Responsável pelo Expediente
2326;BELFORD ROXO;03 OF DE JUSTICA;2025_10.pdf;10;2025;2.740.196,00;0.0;0;26.994.035,00;3.131.921,00;0;17.332.317,00;49.228.313,00;0.0;970.156;50.198.469,00;JOSE LUIS FERREIRA DOS SANTOS;Responsável pelo Expediente
1874;BELFORD ROXO;RCPN DISTRITO UNICO;2024_09.pdf;9;2024;0;31.374.393,00;855.075;0;0.0;0;0;8.738.742,00;234.74;16726.0;32.229.468,00;MARCO AURELIO LOPES FERREIRA DA SILVA;Titular
1874;BELFORD ROXO;RCPN DISTRITO UNICO;2024_10.pdf;10;2024;0;29.345.148,00;652.916;0;0.0;0;0;935.958;20.625.712,00;12772.0;29.998.064,00;MARCO AURELIO LOPES FERREIRA DA SILVA;Titular
1874;BELFORD ROXO;RCPN DISTRITO UNICO;2024_11.pdf;11;2024;0;33.560.133,00;558.355;0;0.0;0;0;9.547.585,00;24.559.981,00;10922.0;34.118.488,00;MARCO AURELIO LOPES FERREIRA DA SILVA;Titular
1874;BELFORD ROXO;RCPN DISTRITO UNICO;2024_12.pdf;12;2024;0;26.443.554,00;834.706;0;0.0;0;0;8.267.581,00;18.994.351,00;16328.0;2.727.826,00;MARCO AURELIO LOPES FERREIRA DA SILVA;Titular
1874;BELFORD ROXO;RCPN DISTRITO UNICO;2025_01.pdf;1;2025;0;28.077.073,00;598.224;0;0.0;0;0;9.832.034,00;18.831.559,00;11704.0;28.675.297,00;MARCO AURELIO LOPES FERREIRA DA SILVA;Titular
1874;BELFORD ROXO;RCPN DISTRITO UNICO;2025_02.pdf;2;2025;0;24.179.225,00;9.5172;0;0.0;0;0;9.836.581,00;15.275.744,00;18620.0;25.130.945,00;MARCO AURELIO LOPES FERREIRA DA SILVA;Titular
1874;BELFORD ROXO;RCPN DISTRITO UNICO;2025_03.pdf;3;2025;0;26.968.633,00;797.095;0;0.0;0;0;90.942;18.655.923,00;15605.0;27.765.728,00;MARCO AURELIO LOPES FERREIRA DA SILVA;Titular
1874;BELFORD ROXO;RCPN DISTRITO UNICO;2025_06.pdf;6;2025;0;29.982.096,00;966.054;0;0.0;0;0;1.013.359,00;20.795.632,00;18928.0;3.094.815,00;MARCO AURELIO LOPES FERREIRA DA SILVA;Titular
1874;BELFORD ROXO;RCPN DISTRITO UNICO;2025_07.pdf;7;2025;0;31.324.282,00;935.415;0;0.0;0;0;12.328.557,00;1.991.281,00;18330.0;32.259.697,00;MARCO AURELIO LOPES FERREIRA DA SILVA;Titular
1874;BELFORD ROXO;RCPN DISTRITO UNICO;2025_08.pdf;8;2025;0;36.269.965,00;925.086;0;0.0;0;0;11.111.455,00;26.065.469,00;18127.0;37.195.051,00;MARCO AURELIO LOPES FERREIRA DA SILVA;Titular
1874;BELFORD ROXO;RCPN DISTRITO UNICO;2025_09.pdf;9;2025;0;3.376.728,00;805.896;0;0.0;0;0;11.436.795,00;23.120.589,00;15792.0;34.573.176,00;MARCO AURELIO LOPES FERREIRA DA SILVA;Titular
1874;BELFORD ROXO;RCPN DISTRITO UNICO;2025_10.pdf;10;2025;0;36.793.105,00;1.011.432,00;0;0.0;0;0;12.940.786,00;24.843.932,00;19819.0;37.804.537,00;MARCO AURELIO LOPES FERREIRA DA SILVA;Titular
1161;BOM JARDIM;01 OF DE JUSTICA;2024_09.pdf;9;2024;0;0.0;0;5.603.188,00;0.0;772.608;0;6.256.823,00;0.0;118.973;6.375.796,00;BEATRIZ BRUM PINHEIRO;Titular
1161;BOM JARDIM;01 OF DE JUSTICA;2024_10.pdf;10;2024;0;0.0;0;7.198.603,00;0.0;1.942.331,00;0;8.966.081,00;0.0;174.853;9.140.934,00;BEATRIZ BRUM PINHEIRO;Titular
1161;BOM JARDIM;01 OF DE JUSTICA;2024_11.pdf;11;2024;0;0.0;0;4.582.105,00;0.0;1.454.092,00;0;5.923.813,00;0.0;112.384;6.036.197,00;BEATRIZ BRUM PINHEIRO;Titular
1161;BOM JARDIM;01 OF DE JUSTICA;2024_12.pdf;12;2024;0;0.0;0;1.024.927,00;0.0;3.610.305,00;0;13.591.981,00;0.0;267.594;13.859.575,00;BEATRIZ BRUM PINHEIRO;Titular
1161;BOM JARDIM;01 OF DE JUSTICA;2025_01.pdf;1;2025;0;0.0;0;4.868.718,00;0.0;1.136.923,00;0;5.891.936,00;0.0;113.705;6.005.641,00;BEATRIZ BRUM PINHEIRO;Titular
1161;BOM JARDIM;01 OF DE JUSTICA;2025_02.pdf;2;2025;0;0.0;0;7.864.183,00;0.0;1.226.764,00;0;891.848;0.0;172.467;9.090.947,00;BEATRIZ BRUM PINHEIRO;Titular
1161;BOM JARDIM;01 OF DE JUSTICA;2025_03.pdf;3;2025;0;0.0;0;5.147.228,00;0.0;1.332.777,00;0;6.359.343,00;0.0;120.662;6.480.005,00;BEATRIZ BRUM PINHEIRO;Titular
1161;BOM JARDIM;01 OF DE JUSTICA;2025_06.pdf;6;2025;0;0.0;0;4.298.875,00;0.0;812.901;0;5.017.457,00;0.0;94319.0;5.111.776,00;BEATRIZ BRUM PINHEIRO;Titular
1161;BOM JARDIM;01 OF DE JUSTICA;2025_07.pdf;7;2025;0;0.0;0;7.483.455,00;0.0;3.283.587,00;0;0;0.0;0.0;10.767.042,00;BEATRIZ BRUM PINHEIRO;Titular
1161;BOM JARDIM;01 OF DE JUSTICA;2025_08.pdf;8;2025;0;0.0;0;7.898.161,00;0.0;2.418.215,00;0;0;0.0;0.0;10.316.376,00;BEATRIZ BRUM PINHEIRO;Titular
1161;BOM JARDIM;01 OF DE JUSTICA;2025_09.pdf;9;2025;0;0.0;0;7.980.115,00;0.0;25.827;0;10.366.505,00;0.0;1.9631;10.562.815,00;BEATRIZ BRUM PINHEIRO;Titular
1161;BOM JARDIM;01 OF DE JUSTICA;2025_10.pdf;10;2025;0;0.0;0;4.659.438,00;0.0;1.685.265,00;0;6.227.412,00;0.0;117.291;6.344.703,00;BEATRIZ BRUM PINHEIRO;Titular
1166;BOM JARDIM;02 OF DE JUSTICA;2024_09.pdf;9;2024;95.013;0.0;0;1.820.084,00;47901.0;15.016.309,00;1.026.908,00;17.654.791,00;0.0;351.424;18.006.215,00;ALEXANDRE CASTRO GUACHALLA;Titular
1166;BOM JARDIM;02 OF DE JUSTICA;2024_10.pdf;10;2024;31.671;0.0;0;3.344.376,00;4.1046;10.434.502,00;1.296.552,00;15.216.447,00;0.0;301.114;15.517.561,00;ALEXANDRE CASTRO GUACHALLA;Titular
1166;BOM JARDIM;02 OF DE JUSTICA;2024_11.pdf;11;2024;82.571;0.0;0;2.752.639,00;2.7435;641.511;639.512;9.966.964,00;0.0;197.218;10.164.182,00;ALEXANDRE CASTRO GUACHALLA;Titular
1166;BOM JARDIM;02 OF DE JUSTICA;2024_12.pdf;12;2024;114.242;0.0;0;5.453.764,00;57228.0;8.894.438,00;2.365.819,00;16.556.506,00;0.0;328.985;16.885.491,00;ALEXANDRE CASTRO GUACHALLA;Titular
1166;BOM JARDIM;02 OF DE JUSTICA;2025_01.pdf;1;2025;26.055;0.0;0;873.036;215.599;6.991.084,00;1.971.822,00;9.893.382,00;0.0;184.214;10.077.596,00;ALEXANDRE CASTRO GUACHALLA;Titular
1166;BOM JARDIM;02 OF DE JUSTICA;2025_02.pdf;2;2025;132.644;0.0;0;12.4681;64477.0;7.119.178,00;2.064.282,00;10.421.636,00;0.0;205.755;10.627.391,00;ALEXANDRE CASTRO GUACHALLA;Titular
1166;BOM JARDIM;02 OF DE JUSTICA;2025_03.pdf;3;2025;155.891;0.0;0;1.372.479,00;87577.0;7.982.138,00;750.613;10.153.669,00;0.0;195.029;10.348.698,00;ALEXANDRE CASTRO GUACHALLA;Titular
1166;BOM JARDIM;02 OF DE JUSTICA;2025_06.pdf;6;2025;253.212;0.0;0;2.109.629,00;630.713;8.085.189,00;765.809;11.614.824,00;0.0;229.728;11.844.552,00;ALEXANDRE CASTRO GUACHALLA;Titular
1166;BOM JARDIM;02 OF DE JUSTICA;2025_07.pdf;7;2025;196.804;0.0;0;7.068.094,00;89621.0;10.624.504,00;1.778.738,00;0;0.0;0.0;19.757.761,00;ALEXANDRE CASTRO GUACHALLA;Titular
1166;BOM JARDIM;02 OF DE JUSTICA;2025_08.pdf;8;2025;522.724;0.0;0;2.822.858,00;77903.0;14.236.696,00;1.394.535,00;0;0.0;0.0;19.054.716,00;ALEXANDRE CASTRO GUACHALLA;Titular
1166;BOM JARDIM;02 OF DE JUSTICA;2025_09.pdf;9;2025;70.198;0.0;0;5.019.125,00;148.914;9.173.796,00;941.697;15.055.416,00;0.0;298.314;1.535.373,00;ALEXANDRE CASTRO GUACHALLA;Titular
1166;BOM JARDIM;02 OF DE JUSTICA;2025_10.pdf;10;2025;105.297;0.0;0;5.148.865,00;373.952;11.014.547,00;858.865;17.161.471,00;0.0;340.055;17.501.526,00;ALEXANDRE CASTRO GUACHALLA;Titular
1162;BOM JARDIM;RCPN 01 DISTR;2024_09.pdf;9;2024;0;4.336.883,00;4.1552;0;0.0;0;0;2.219.003,00;2.525.272,00;8128.0;4.752.403,00;LARISSA CIRINO DE JESUS GRATIVOL;Responsável pelo Expediente
1162;BOM JARDIM;RCPN 01 DISTR;2024_10.pdf;10;2024;0;3.874.069,00;435.889;0;0.0;0;0;214.526;2.156.172,00;8526.0;4.309.958,00;LARISSA CIRINO DE JESUS GRATIVOL;Responsável pelo Expediente
1162;BOM JARDIM;RCPN 01 DISTR;2024_11.pdf;11;2024;0;4.487.521,00;2.0776;0;0.0;0;0;243.719;2.254.027,00;4064.0;4.695.281,00;LARISSA CIRINO DE JESUS GRATIVOL;Responsável pelo Expediente
1162;BOM JARDIM;RCPN 01 DISTR;2024_12.pdf;12;2024;0;3.424.112,00;4.6746;0;0.0;0;0;222.473;1.657.698,00;9144.0;3.891.572,00;LARISSA CIRINO DE JESUS GRATIVOL;Responsável pelo Expediente
1162;BOM JARDIM;RCPN 01 DISTR;2025_01.pdf;1;2025;0;3.457.464,00;122.364;0;0.0;0;0;1.899.653,00;1.677.781,00;2394.0;3.579.828,00;LARISSA CIRINO DE JESUS GRATIVOL;Responsável pelo Expediente
1162;BOM JARDIM;RCPN 01 DISTR;2025_02.pdf;2;2025;0;3.096.661,00;231.132;0;0.0;0;0;1.555.966,00;1.767.305,00;4522.0;3.327.793,00;LARISSA CIRINO DE JESUS GRATIVOL;Responsável pelo Expediente
1162;BOM JARDIM;RCPN 01 DISTR;2025_03.pdf;3;2025;0;3.501.532,00;376.632;0;0.0;0;0;1.678.939,00;2.191.851,00;7374.0;3.878.164,00;LARISSA CIRINO DE JESUS GRATIVOL;Responsável pelo Expediente
1162;BOM JARDIM;RCPN 01 DISTR;2025_06.pdf;6;2025;0;3.161.735,00;353.567;0;0.0;0;0;1.801.977,00;1.706.397,00;6928.0;3.515.302,00;LARISSA CIRINO DE JESUS GRATIVOL;Responsável pelo Expediente
1162;BOM JARDIM;RCPN 01 DISTR;2025_07.pdf;7;2025;0;4.328.654,00;489.294;0;0.0;0;0;2.574.369,00;2.233.991,00;9588.0;4.817.948,00;JALDO MORAES FERREIRA JUNIOR;Responsável pelo Expediente
1162;BOM JARDIM;RCPN 01 DISTR;2025_08.pdf;8;2025;0;4.935.751,00;273.429;0;0.0;0;0;2.516.236,00;2.687.586,00;5358.0;520.918;JALDO MORAES FERREIRA JUNIOR;Responsável pelo Expediente
1162;BOM JARDIM;RCPN 01 DISTR;2025_09.pdf;9;2025;0;4.138.813,00;460.512;0;0.0;0;0;2.649.338,00;1.940.963,00;9024.0;4.599.325,00;JALDO MORAES FERREIRA JUNIOR;Responsável pelo Expediente
1162;BOM JARDIM;RCPN 01 DISTR;2025_10.pdf;10;2025;0;4.818.255,00;172.692;0;0.0;0;0;2.653.036,00;2.334.527,00;3384.0;4.990.947,00;JALDO MORAES FERREIRA JUNIOR;Responsável pelo Expediente
1173;BOM JESUS DO ITABAPOANA;01 OF DE JUSTICA;2024_09.pdf;9;2024;0;3.180.544,00;936.603;14.261.274,00;0.0;7.734.687,00;0;23.712.155,00;1.975.201,00;425.752;26.113.108,00;MATHEUS BON SAMPAIO;Titular
1173;BOM JESUS DO ITABAPOANA;01 OF DE JUSTICA;2024_10.pdf;10;2024;0;434.541;547.433;16.398.886,00;0.0;6.192.664,00;0;24.390.919,00;2.655.555,00;437.919;27.484.393,00;MATHEUS BON SAMPAIO;Titular
1173;BOM JESUS DO ITABAPOANA;01 OF DE JUSTICA;2024_11.pdf;11;2024;0;4.370.204,00;598.357;11.471.973,00;0.0;3.368.104,00;0;16.576.333,00;2.943.106,00;289.199;19.808.638,00;MATHEUS BON SAMPAIO;Titular
1173;BOM JESUS DO ITABAPOANA;01 OF DE JUSTICA;2024_12.pdf;12;2024;0;3.406.464,00;1.171.252,00;15.844.594,00;0.0;8.796.499,00;0;26.668.044,00;2.077.052,00;473.713;29.218.809,00;MATHEUS BON SAMPAIO;Titular
1173;BOM JESUS DO ITABAPOANA;01 OF DE JUSTICA;2025_01.pdf;1;2025;0;3.656.144,00;315.122;1.366.107,00;0.0;5.332.268,00;0;20.117.203,00;247.881;368.591;22.964.604,00;MATHEUS BON SAMPAIO;Titular
1173;BOM JESUS DO ITABAPOANA;01 OF DE JUSTICA;2025_02.pdf;2;2025;0;2.760.956,00;5.9985;13.289.802,00;0.0;4.175.342,00;0;19.182.347,00;1.307.634,00;335.969;2.082.595,00;MATHEUS BON SAMPAIO;Titular
1173;BOM JESUS DO ITABAPOANA;01 OF DE JUSTICA;2025_03.pdf;3;2025;0;2.743.469,00;630.318;9.913.115,00;0.0;4.849.585,00;0;16.544.578,00;1.309.227,00;282.682;18.136.487,00;MATHEUS BON SAMPAIO;Titular
1173;BOM JESUS DO ITABAPOANA;01 OF DE JUSTICA;2025_06.pdf;6;2025;0;3.563.892,00;2.8218;8.696.792,00;0.0;47.387;0;14.556.295,00;2.467.097,00;258.172;17.281.564,00;MATHEUS BON SAMPAIO;Titular
1173;BOM JESUS DO ITABAPOANA;01 OF DE JUSTICA;2025_07.pdf;7;2025;0;3.819.445,00;628.979;15.248.766,00;0.0;6.821.319,00;0;23.835.341,00;225.571;427.458;26.518.509,00;MATHEUS BON SAMPAIO;Titular
1173;BOM JESUS DO ITABAPOANA;01 OF DE JUSTICA;2025_08.pdf;8;2025;0;3.873.372,00;239.853;15.658.751,00;0.0;7.097.584,00;0;23.451.656,00;2.977.526,00;440.378;2.686.956,00;MATHEUS BON SAMPAIO;Titular
1173;BOM JESUS DO ITABAPOANA;01 OF DE JUSTICA;2025_09.pdf;9;2025;0;3.643.994,00;1.072.284,00;11.335.374,00;0.0;5.778.202,00;0;19.248.803,00;2.256.435,00;324.616;21.829.854,00;MATHEUS BON SAMPAIO;Titular
1173;BOM JESUS DO ITABAPOANA;01 OF DE JUSTICA;2025_10.pdf;10;2025;0;4.456.772,00;9.8763;12.731.102,00;0.0;7.286.899,00;0;22.527.768,00;2.554.016,00;380.619;25.462.403,00;MATHEUS BON SAMPAIO;Titular
1174;BOM JESUS DO ITABAPOANA;02 OF DE JUSTICA;2024_09.pdf;9;2024;85.962;853.621;0;2.943.437,00;714.313;1.181.482,00;2.437.591,00;7.622.124,00;453.344;140.938;8.216.406,00;LEANDRO SMITH CORREIA;Titular
1174;BOM JESUS DO ITABAPOANA;02 OF DE JUSTICA;2024_10.pdf;10;2024;253.368;865.878;0;1.980.857,00;2.003.569,00;1.724.647,00;2.112.835,00;8.282.607,00;506.298;152.249;8.941.154,00;LEANDRO SMITH CORREIA;Titular
1174;BOM JESUS DO ITABAPOANA;02 OF DE JUSTICA;2024_11.pdf;11;2024;281.644;686.559;0;227.281;619.755;1.491.162,00;5.038.178,00;9.772.161,00;431.625;186.322;10.390.108,00;LEANDRO SMITH CORREIA;Titular
1174;BOM JESUS DO ITABAPOANA;02 OF DE JUSTICA;2024_12.pdf;12;2024;352.904;518.911;0;1.603.899,00;1.2192;3.541.502,00;210.337;7.827.685,00;265.901;1.4892;8.242.506,00;LEANDRO SMITH CORREIA;Titular
1174;BOM JESUS DO ITABAPOANA;02 OF DE JUSTICA;2025_01.pdf;1;2025;323.319;547.294;0;630.535;75556.0;1.739.643,00;2.657.879,00;5.602.313,00;271.473;1.1944;5.974.226,00;LEANDRO SMITH CORREIA;Titular
1174;BOM JESUS DO ITABAPOANA;02 OF DE JUSTICA;2025_02.pdf;2;2025;351.743;573.222;0;22.038;158.235;537.004;2.740.223,00;7.527.259,00;317.334;143.749;7.988.342,00;LEANDRO SMITH CORREIA;Titular
1174;BOM JESUS DO ITABAPOANA;02 OF DE JUSTICA;2025_03.pdf;3;2025;416.882;733.238;0;2.050.351,00;0.0;2.943.326,00;261.886;8.236.054,00;375.748;150.855;8.762.657,00;LEANDRO SMITH CORREIA;Titular
1174;BOM JESUS DO ITABAPOANA;02 OF DE JUSTICA;2025_06.pdf;6;2025;407.398;656.175;0;534.075;777.972;2.645.898,00;2.454.197,00;6.913.298,00;436.607;1.2581;7.475.715,00;LEANDRO SMITH CORREIA;Titular
1174;BOM JESUS DO ITABAPOANA;02 OF DE JUSTICA;2025_07.pdf;7;2025;140.396;687.663;0;1.156.996,00;132.362;1.597.955,00;3.141.111,00;6.435.923,00;306.094;114.466;6.856.483,00;LEANDRO SMITH CORREIA;Titular
1174;BOM JESUS DO ITABAPOANA;02 OF DE JUSTICA;2025_08.pdf;8;2025;92.572;928.275;0;2.166.877,00;106.853;929.082;2.428.867,00;6.045.745,00;499.633;107.148;6.652.526,00;LEANDRO SMITH CORREIA;Titular
1174;BOM JESUS DO ITABAPOANA;02 OF DE JUSTICA;2025_09.pdf;9;2025;176.747;1.129.533,00;0;2.630.965,00;156.497;1.968.359,00;6.716.162,00;11.988.785,00;5.6862;220.858;12.778.263,00;LEANDRO SMITH CORREIA;Titular
1174;BOM JESUS DO ITABAPOANA;02 OF DE JUSTICA;2025_10.pdf;10;2025;517.708;933.429;0;399.765;82037.0;2.780.138,00;2.023.054,00;9.662.485,00;4.9582;175.711;10.334.016,00;LEANDRO SMITH CORREIA;Titular
1489;CABO FRIO;01 OF DE JUSTICA;2024_09.pdf;9;2024;6.6961;0.0;0;16.157.955,00;3.273.156,00;9.198.579,00;16.806.977,00;45.211.408,00;0.0;894.869;46.106.277,00;GHEYSA OBERLAENDER CARNEIRO;Responsável pelo Expediente
1489;CABO FRIO;01 OF DE JUSTICA;2024_10.pdf;10;2024;1.611.825,00;0.0;0;17.001.027,00;3.497.461,00;10.506.095,00;12.723.667,00;44.466.154,00;0.0;873.921;45.340.075,00;GHEYSA OBERLAENDER CARNEIRO;Responsável pelo Expediente
1489;CABO FRIO;01 OF DE JUSTICA;2024_11.pdf;11;2024;806.475;0.0;0;1.441.512,00;2.656.821,00;10.621.649,00;17.645.371,00;45.250.938,00;0.0;894.498;46.145.436,00;GHEYSA OBERLAENDER CARNEIRO;Responsável pelo Expediente
1489;CABO FRIO;01 OF DE JUSTICA;2024_12.pdf;12;2024;942.202;0.0;0;10.439.755,00;3.405.063,00;8.000.011,00;1.441.849,00;36.483.045,00;0.0;722.476;37.205.521,00;GHEYSA OBERLAENDER CARNEIRO;Responsável pelo Expediente
1489;CABO FRIO;01 OF DE JUSTICA;2025_01.pdf;1;2025;2.018.374,00;0.0;0;16.732.426,00;4.835.921,00;7.339.454,00;22.173.994,00;52.072.893,00;0.0;1.027.276,00;53.100.169,00;GHEYSA OBERLAENDER CARNEIRO;Responsável pelo Expediente
1489;CABO FRIO;01 OF DE JUSTICA;2025_02.pdf;2;2025;12.4455;0.0;0;14.108.055,00;6.262.839,00;1.018.326,00;17.364.547,00;48.213.928,00;0.0;949.323;49.163.251,00;GHEYSA OBERLAENDER CARNEIRO;Responsável pelo Expediente
1489;CABO FRIO;01 OF DE JUSTICA;2025_03.pdf;3;2025;1.092.256,00;0.0;0;14.291.203,00;676.013;6.981.762,00;19.877.395,00;48.055.868,00;0.0;946.878;49.002.746,00;GHEYSA OBERLAENDER CARNEIRO;Responsável pelo Expediente
1489;CABO FRIO;01 OF DE JUSTICA;2025_06.pdf;6;2025;1.331.242,00;0.0;0;17.765.287,00;663.321;9.544.441,00;19.571.339,00;53.782.629,00;0.0;10.6289;54.845.519,00;GHEYSA OBERLAENDER CARNEIRO;Responsável pelo Expediente
1489;CABO FRIO;01 OF DE JUSTICA;2025_07.pdf;7;2025;1.637.713,00;0.0;0;14.337.332,00;3.895.109,00;9.343.089,00;32.471.823,00;0;0.0;0.0;61.685.066,00;GHEYSA OBERLAENDER CARNEIRO;Responsável pelo Expediente
1489;CABO FRIO;01 OF DE JUSTICA;2025_08.pdf;8;2025;1.675.961,00;0.0;0;15.274.663,00;3.726.319,00;10.121.714,00;21.793.369,00;0;0.0;0.0;52.592.026,00;GHEYSA OBERLAENDER CARNEIRO;Responsável pelo Expediente
1489;CABO FRIO;01 OF DE JUSTICA;2025_09.pdf;9;2025;11.3878;0.0;0;18.944.324,00;3.890.903,00;7.207.329,00;3.627.418,00;66.165.325,00;0.0;1.290.191,00;67.455.516,00;GHEYSA OBERLAENDER CARNEIRO;Responsável pelo Expediente
1489;CABO FRIO;01 OF DE JUSTICA;2025_10.pdf;10;2025;1.836.133,00;0.0;0;15.965.937,00;5.063.815,00;9.880.669,00;31.469.637,00;62.971.482,00;0.0;1.244.709,00;64.216.191,00;GHEYSA OBERLAENDER CARNEIRO;Responsável pelo Expediente
1490;CABO FRIO;02 OF DE JUSTICA;2024_09.pdf;9;2024;0;0.0;0;1.127.731,79;0.0;22.918.345,00;0;1.330.713,45;0.0;2.620.179,00;1.356.915,24;RENATO LUIZ GONCALVES CABO;Titular
1490;CABO FRIO;02 OF DE JUSTICA;2024_10.pdf;10;2024;0;0.0;0;1.114.255,18;0.0;25.993.321,00;0;1.347.756,96;0.0;2.643.143,00;1.374.188,39;RENATO LUIZ GONCALVES CABO;Titular
1490;CABO FRIO;02 OF DE JUSTICA;2024_11.pdf;11;2024;0;0.0;0;97.174.368,00;0.0;33.267.112,00;0;1.279.140,86;0.0;2.527.394,00;1.304.414,80;RENATO LUIZ GONCALVES CABO;Titular
1490;CABO FRIO;02 OF DE JUSTICA;2024_12.pdf;12;2024;0;0.0;0;1.014.849,78;0.0;30.583.503,00;0;1.295.278,83;0.0;2.540.598,00;1.320.684,81;RENATO LUIZ GONCALVES CABO;Titular
1490;CABO FRIO;02 OF DE JUSTICA;2025_01.pdf;1;2025;0;0.0;0;1.067.464,85;0.0;18.727.712,00;0;1.230.400,71;0.0;2.434.126,00;1.254.741,97;RENATO LUIZ GONCALVES CABO;Titular
1490;CABO FRIO;02 OF DE JUSTICA;2025_02.pdf;2;2025;0;0.0;0;96.298.113,00;0.0;2.058.913,00;0;1.146.500,33;0.0;223.721;1.168.872,43;RENATO LUIZ GONCALVES CABO;Titular
1490;CABO FRIO;02 OF DE JUSTICA;2025_03.pdf;3;2025;0;0.0;0;84.440.299,00;0.0;25.742.391,00;0;1.080.571,21;0.0;2.125.569,00;1.101.826,90;RENATO LUIZ GONCALVES CABO;Titular
1490;CABO FRIO;02 OF DE JUSTICA;2025_06.pdf;6;2025;0;0.0;0;1.088.124,70;0.0;26.509.194,00;0;1.327.109,38;0.0;2.610.726,00;1.353.216,64;RENATO LUIZ GONCALVES CABO;Titular
1490;CABO FRIO;02 OF DE JUSTICA;2025_07.pdf;7;2025;0;0.0;0;1.036.782,03;0.0;27.528.795,00;0;0;0.0;0.0;1.312.069,98;RENATO LUIZ GONCALVES CABO;Titular
1490;CABO FRIO;02 OF DE JUSTICA;2025_08.pdf;8;2025;0;0.0;0;92.408.571,00;0.0;25.381.809,00;0;0;0.0;0.0;1.177.903,80;RENATO LUIZ GONCALVES CABO;Titular
1490;CABO FRIO;02 OF DE JUSTICA;2025_09.pdf;9;2025;0;0.0;0;1.243.665,25;0.0;2.694.621,00;0;1.484.038,08;0.0;2.908.927,00;1.513.127,35;RENATO LUIZ GONCALVES CABO;Titular
1490;CABO FRIO;02 OF DE JUSTICA;2025_10.pdf;10;2025;0;0.0;0;1.133.355,98;0.0;3.174.973,00;0;1.423.315,24;0.0;2.753.804,00;1.450.853,28;RENATO LUIZ GONCALVES CABO;Titular
1491;CABO FRIO;RCPN 01 DISTR;2024_09.pdf;9;2024;0;19.991.874,00;3.953.254,00;0;0.0;0;0;12.858.803,00;11.009.143,00;77182.0;23.945.128,00;LUIZ HENRIQUE PINHEIRO BITTENCOURT;Titular
1491;CABO FRIO;RCPN 01 DISTR;2024_10.pdf;10;2024;0;21.046.701,00;4.848.147,00;0;0.0;0;0;14.171.781,00;11.628.644,00;94423.0;25.894.848,00;LUIZ HENRIQUE PINHEIRO BITTENCOURT;Titular
1491;CABO FRIO;RCPN 01 DISTR;2024_11.pdf;11;2024;0;22.262.881,00;4.291.547,00;0;0.0;0;0;14.125.896,00;12.344.794,00;83738.0;26.554.428,00;LUIZ HENRIQUE PINHEIRO BITTENCOURT;Titular
1491;CABO FRIO;RCPN 01 DISTR;2024_12.pdf;12;2024;0;17.344.393,00;4.613.604,00;0;0.0;0;0;13.177.003,00;8.691.494,00;89500.0;21.957.997,00;LUIZ HENRIQUE PINHEIRO BITTENCOURT;Titular
1491;CABO FRIO;RCPN 01 DISTR;2025_01.pdf;1;2025;0;18.305.347,00;358.299;0;0.0;0;0;1.162.246,00;10.195.989,00;69888.0;21.888.337,00;LUIZ HENRIQUE PINHEIRO BITTENCOURT;Titular
1491;CABO FRIO;RCPN 01 DISTR;2025_02.pdf;2;2025;0;15.330.578,00;5.115.757,00;0;0.0;0;0;14.134.949,00;6.211.441,00;99945.0;20.446.335,00;LUIZ HENRIQUE PINHEIRO BITTENCOURT;Titular
1491;CABO FRIO;RCPN 01 DISTR;2025_03.pdf;3;2025;0;14.518.132,00;4.334.463,00;0;0.0;0;0;12.435.779,00;6.332.167,00;84649.0;18.852.595,00;LUIZ HENRIQUE PINHEIRO BITTENCOURT;Titular
